key,units_sold,day_1,day_2,day_3,day_4,day_5
14/11/11_9954.0,447.0,977.0,513.0,2251.0,794.0,655.0
14/11/11_9961.0,977.0,513.0,2251.0,794.0,655.0,312.0
14/11/11_9984.0,513.0,2251.0,794.0,655.0,312.0,1043.0
15/01/13_8023.0,2251.0,794.0,655.0,312.0,1043.0,1362.0
15/01/13_8058.0,794.0,655.0,312.0,1043.0,1362.0,573.0
15/01/13_8063.0,655.0,312.0,1043.0,1362.0,573.0,399.0
15/01/13_8091.0,312.0,1043.0,1362.0,573.0,399.0,1564.0
15/01/13_8094.0,1043.0,1362.0,573.0,399.0,1564.0,845.0
15/01/13_8095.0,1362.0,573.0,399.0,1564.0,845.0,292.0
15/01/13_8121.0,573.0,399.0,1564.0,845.0,292.0,308.0
15/01/13_8218.0,399.0,1564.0,845.0,292.0,308.0,981.0
15/01/13_8222.0,1564.0,845.0,292.0,308.0,981.0,855.0
15/01/13_8317.0,845.0,292.0,308.0,981.0,855.0,538.0
15/01/13_8319.0,292.0,308.0,981.0,855.0,538.0,887.0
15/01/13_8392.0,308.0,981.0,855.0,538.0,887.0,188.0
15/01/13_8398.0,981.0,855.0,538.0,887.0,188.0,1118.0
15/01/13_8400.0,855.0,538.0,887.0,188.0,1118.0,941.0
15/01/13_8422.0,538.0,887.0,188.0,1118.0,941.0,475.0
15/01/13_8438.0,887.0,188.0,1118.0,941.0,475.0,1039.0
15/01/13_8555.0,188.0,1118.0,941.0,475.0,1039.0,123.0
15/01/13_8562.0,1118.0,941.0,475.0,1039.0,123.0,633.0
15/01/13_8869.0,941.0,475.0,1039.0,123.0,633.0,688.0
15/01/13_8911.0,475.0,1039.0,123.0,633.0,688.0,1446.0
15/01/13_8991.0,1039.0,123.0,633.0,688.0,1446.0,398.0
15/01/13_9001.0,123.0,633.0,688.0,1446.0,398.0,746.0
15/01/13_9043.0,633.0,688.0,1446.0,398.0,746.0,901.0
15/01/13_9092.0,688.0,1446.0,398.0,746.0,901.0,189.0
15/01/13_9112.0,1446.0,398.0,746.0,901.0,189.0,858.0
15/01/13_9132.0,398.0,746.0,901.0,189.0,858.0,451.0
15/01/13_9147.0,746.0,901.0,189.0,858.0,451.0,1275.0
15/01/13_9164.0,901.0,189.0,858.0,451.0,1275.0,957.0
15/01/13_9178.0,189.0,858.0,451.0,1275.0,957.0,727.0
15/01/13_9190.0,858.0,451.0,1275.0,957.0,727.0,453.0
15/01/13_9221.0,451.0,1275.0,957.0,727.0,453.0,613.0
15/01/13_9250.0,1275.0,957.0,727.0,453.0,613.0,502.0
15/01/13_9273.0,957.0,727.0,453.0,613.0,502.0,380.0
15/01/13_9279.0,727.0,453.0,613.0,502.0,380.0,775.0
15/01/13_9281.0,453.0,613.0,502.0,380.0,775.0,557.0
15/01/13_9328.0,613.0,502.0,380.0,775.0,557.0,475.0
15/01/13_9371.0,502.0,380.0,775.0,557.0,475.0,265.0
15/01/13_9425.0,380.0,775.0,557.0,475.0,265.0,418.0
15/01/13_9430.0,775.0,557.0,475.0,265.0,418.0,583.0
15/01/13_9432.0,557.0,475.0,265.0,418.0,583.0,764.0
15/01/13_9436.0,475.0,265.0,418.0,583.0,764.0,1128.0
15/01/13_9439.0,265.0,418.0,583.0,764.0,1128.0,493.0
15/01/13_9442.0,418.0,583.0,764.0,1128.0,493.0,565.0
15/01/13_9456.0,583.0,764.0,1128.0,493.0,565.0,846.0
15/01/13_9479.0,764.0,1128.0,493.0,565.0,846.0,415.0
15/01/13_9481.0,1128.0,493.0,565.0,846.0,415.0,1428.0
15/01/13_9490.0,493.0,565.0,846.0,415.0,1428.0,1387.0
15/01/13_9498.0,565.0,846.0,415.0,1428.0,1387.0,391.0
15/01/13_9532.0,846.0,415.0,1428.0,1387.0,391.0,818.0
15/01/13_9578.0,415.0,1428.0,1387.0,391.0,818.0,390.0
15/01/13_9611.0,1428.0,1387.0,391.0,818.0,390.0,160.0
15/01/13_9613.0,1387.0,391.0,818.0,390.0,160.0,899.0
15/01/13_9632.0,391.0,818.0,390.0,160.0,899.0,404.0
15/01/13_9672.0,818.0,390.0,160.0,899.0,404.0,965.0
15/01/13_9680.0,390.0,160.0,899.0,404.0,965.0,351.0
15/01/13_9700.0,160.0,899.0,404.0,965.0,351.0,528.0
15/01/13_9713.0,899.0,404.0,965.0,351.0,528.0,799.0
15/01/13_9731.0,404.0,965.0,351.0,528.0,799.0,455.0
15/01/13_9745.0,965.0,351.0,528.0,799.0,455.0,1926.0
15/01/13_9770.0,351.0,528.0,799.0,455.0,1926.0,952.0
15/01/13_9789.0,528.0,799.0,455.0,1926.0,952.0,1836.0
15/01/13_9809.0,799.0,455.0,1926.0,952.0,1836.0,1206.0
15/01/13_9813.0,455.0,1926.0,952.0,1836.0,1206.0,511.0
15/01/13_9823.0,1926.0,952.0,1836.0,1206.0,511.0,409.0
15/01/13_9837.0,952.0,1836.0,1206.0,511.0,409.0,783.0
15/01/13_9845.0,1836.0,1206.0,511.0,409.0,783.0,1026.0
15/01/13_9872.0,1206.0,511.0,409.0,783.0,1026.0,670.0
15/01/13_9876.0,511.0,409.0,783.0,1026.0,670.0,1335.0
15/01/13_9879.0,409.0,783.0,1026.0,670.0,1335.0,541.0
15/01/13_9880.0,783.0,1026.0,670.0,1335.0,541.0,1146.0
15/01/13_9881.0,1026.0,670.0,1335.0,541.0,1146.0,737.0
15/01/13_9890.0,670.0,1335.0,541.0,1146.0,737.0,2370.0
15/01/13_9909.0,1335.0,541.0,1146.0,737.0,2370.0,653.0
15/01/13_9954.0,541.0,1146.0,737.0,2370.0,653.0,895.0
15/01/13_9961.0,1146.0,737.0,2370.0,653.0,895.0,673.0
15/01/13_9984.0,737.0,2370.0,653.0,895.0,673.0,1298.0
15/05/12_8023.0,2370.0,653.0,895.0,673.0,1298.0,2390.0
15/05/12_8058.0,653.0,895.0,673.0,1298.0,2390.0,868.0
15/05/12_8063.0,895.0,673.0,1298.0,2390.0,868.0,443.0
15/05/12_8091.0,673.0,1298.0,2390.0,868.0,443.0,1484.0
15/05/12_8094.0,1298.0,2390.0,868.0,443.0,1484.0,1038.0
15/05/12_8095.0,2390.0,868.0,443.0,1484.0,1038.0,404.0
15/05/12_8121.0,868.0,443.0,1484.0,1038.0,404.0,267.0
15/05/12_8218.0,443.0,1484.0,1038.0,404.0,267.0,1336.0
15/05/12_8222.0,1484.0,1038.0,404.0,267.0,1336.0,1687.0
15/05/12_8317.0,1038.0,404.0,267.0,1336.0,1687.0,726.0
15/05/12_8319.0,404.0,267.0,1336.0,1687.0,726.0,1242.0
15/05/12_8392.0,267.0,1336.0,1687.0,726.0,1242.0,300.0
15/05/12_8398.0,1336.0,1687.0,726.0,1242.0,300.0,1172.0
15/05/12_8400.0,1687.0,726.0,1242.0,300.0,1172.0,1607.0
15/05/12_8422.0,726.0,1242.0,300.0,1172.0,1607.0,622.0
15/05/12_8438.0,1242.0,300.0,1172.0,1607.0,622.0,1120.0
15/05/12_8555.0,300.0,1172.0,1607.0,622.0,1120.0,153.0
15/05/12_8562.0,1172.0,1607.0,622.0,1120.0,153.0,733.0
15/05/12_8869.0,1607.0,622.0,1120.0,153.0,733.0,772.0
15/05/12_8911.0,622.0,1120.0,153.0,733.0,772.0,2108.0
15/05/12_8991.0,1120.0,153.0,733.0,772.0,2108.0,1014.0
15/05/12_9001.0,153.0,733.0,772.0,2108.0,1014.0,1057.0
15/05/12_9043.0,733.0,772.0,2108.0,1014.0,1057.0,1127.0
15/05/12_9092.0,772.0,2108.0,1014.0,1057.0,1127.0,610.0
15/05/12_9112.0,2108.0,1014.0,1057.0,1127.0,610.0,1044.0
15/05/12_9132.0,1014.0,1057.0,1127.0,610.0,1044.0,693.0
15/05/12_9147.0,1057.0,1127.0,610.0,1044.0,693.0,1319.0
15/05/12_9164.0,1127.0,610.0,1044.0,693.0,1319.0,875.0
15/05/12_9178.0,610.0,1044.0,693.0,1319.0,875.0,960.0
15/05/12_9190.0,1044.0,693.0,1319.0,875.0,960.0,510.0
15/05/12_9221.0,693.0,1319.0,875.0,960.0,510.0,736.0
15/05/12_9250.0,1319.0,875.0,960.0,510.0,736.0,533.0
15/05/12_9273.0,875.0,960.0,510.0,736.0,533.0,493.0
15/05/12_9279.0,960.0,510.0,736.0,533.0,493.0,1274.0
15/05/12_9281.0,510.0,736.0,533.0,493.0,1274.0,677.0
15/05/12_9328.0,736.0,533.0,493.0,1274.0,677.0,498.0
15/05/12_9371.0,533.0,493.0,1274.0,677.0,498.0,545.0
15/05/12_9425.0,493.0,1274.0,677.0,498.0,545.0,412.0
15/05/12_9430.0,1274.0,677.0,498.0,545.0,412.0,600.0
15/05/12_9432.0,677.0,498.0,545.0,412.0,600.0,782.0
15/05/12_9436.0,498.0,545.0,412.0,600.0,782.0,1524.0
15/05/12_9439.0,545.0,412.0,600.0,782.0,1524.0,439.0
15/05/12_9442.0,412.0,600.0,782.0,1524.0,439.0,1390.0
15/05/12_9456.0,600.0,782.0,1524.0,439.0,1390.0,1244.0
15/05/12_9479.0,782.0,1524.0,439.0,1390.0,1244.0,358.0
15/05/12_9481.0,1524.0,439.0,1390.0,1244.0,358.0,1846.0
15/05/12_9490.0,439.0,1390.0,1244.0,358.0,1846.0,1698.0
15/05/12_9498.0,1390.0,1244.0,358.0,1846.0,1698.0,568.0
15/05/12_9532.0,1244.0,358.0,1846.0,1698.0,568.0,1209.0
15/05/12_9578.0,358.0,1846.0,1698.0,568.0,1209.0,739.0
15/05/12_9611.0,1846.0,1698.0,568.0,1209.0,739.0,336.0
15/05/12_9613.0,1698.0,568.0,1209.0,739.0,336.0,867.0
15/05/12_9632.0,568.0,1209.0,739.0,336.0,867.0,503.0
15/05/12_9672.0,1209.0,739.0,336.0,867.0,503.0,1048.0
15/05/12_9680.0,739.0,336.0,867.0,503.0,1048.0,516.0
15/05/12_9700.0,336.0,867.0,503.0,1048.0,516.0,803.0
15/05/12_9713.0,867.0,503.0,1048.0,516.0,803.0,1022.0
15/05/12_9731.0,503.0,1048.0,516.0,803.0,1022.0,799.0
15/05/12_9745.0,1048.0,516.0,803.0,1022.0,799.0,2312.0
15/05/12_9770.0,516.0,803.0,1022.0,799.0,2312.0,1149.0
15/05/12_9789.0,803.0,1022.0,799.0,2312.0,1149.0,3660.0
15/05/12_9809.0,1022.0,799.0,2312.0,1149.0,3660.0,1358.0
15/05/12_9813.0,799.0,2312.0,1149.0,3660.0,1358.0,888.0
15/05/12_9823.0,2312.0,1149.0,3660.0,1358.0,888.0,753.0
15/05/12_9837.0,1149.0,3660.0,1358.0,888.0,753.0,1176.0
15/05/12_9845.0,3660.0,1358.0,888.0,753.0,1176.0,979.0
15/05/12_9872.0,1358.0,888.0,753.0,1176.0,979.0,844.0
15/05/12_9876.0,888.0,753.0,1176.0,979.0,844.0,1512.0
15/05/12_9879.0,753.0,1176.0,979.0,844.0,1512.0,644.0
15/05/12_9880.0,1176.0,979.0,844.0,1512.0,644.0,1472.0
15/05/12_9881.0,979.0,844.0,1512.0,644.0,1472.0,832.0
15/05/12_9890.0,844.0,1512.0,644.0,1472.0,832.0,1953.0
15/05/12_9909.0,1512.0,644.0,1472.0,832.0,1953.0,693.0
15/05/12_9954.0,644.0,1472.0,832.0,1953.0,693.0,563.0
15/05/12_9961.0,1472.0,832.0,1953.0,693.0,563.0,359.0
15/05/12_9984.0,832.0,1953.0,693.0,563.0,359.0,723.0
15/08/11_8023.0,1953.0,693.0,563.0,359.0,723.0,1229.0
15/08/11_8058.0,693.0,563.0,359.0,723.0,1229.0,672.0
15/08/11_8063.0,563.0,359.0,723.0,1229.0,672.0,322.0
15/08/11_8091.0,359.0,723.0,1229.0,672.0,322.0,1191.0
15/08/11_8094.0,723.0,1229.0,672.0,322.0,1191.0,953.0
15/08/11_8095.0,1229.0,672.0,322.0,1191.0,953.0,291.0
15/08/11_8121.0,672.0,322.0,1191.0,953.0,291.0,220.0
15/08/11_8218.0,322.0,1191.0,953.0,291.0,220.0,740.0
15/08/11_8222.0,1191.0,953.0,291.0,220.0,740.0,728.0
15/08/11_8317.0,953.0,291.0,220.0,740.0,728.0,516.0
15/08/11_8319.0,291.0,220.0,740.0,728.0,516.0,1025.0
15/08/11_8392.0,220.0,740.0,728.0,516.0,1025.0,258.0
15/08/11_8398.0,740.0,728.0,516.0,1025.0,258.0,1093.0
15/08/11_8400.0,728.0,516.0,1025.0,258.0,1093.0,958.0
15/08/11_8422.0,516.0,1025.0,258.0,1093.0,958.0,425.0
15/08/11_8438.0,1025.0,258.0,1093.0,958.0,425.0,892.0
15/08/11_8555.0,258.0,1093.0,958.0,425.0,892.0,61.0
15/08/11_8562.0,1093.0,958.0,425.0,892.0,61.0,543.0
15/08/11_8869.0,958.0,425.0,892.0,61.0,543.0,584.0
15/08/11_8911.0,425.0,892.0,61.0,543.0,584.0,1305.0
15/08/11_8991.0,892.0,61.0,543.0,584.0,1305.0,401.0
15/08/11_9001.0,61.0,543.0,584.0,1305.0,401.0,853.0
15/08/11_9043.0,543.0,584.0,1305.0,401.0,853.0,898.0
15/08/11_9092.0,584.0,1305.0,401.0,853.0,898.0,217.0
15/08/11_9112.0,1305.0,401.0,853.0,898.0,217.0,850.0
15/08/11_9132.0,401.0,853.0,898.0,217.0,850.0,416.0
15/08/11_9147.0,853.0,898.0,217.0,850.0,416.0,1223.0
15/08/11_9164.0,898.0,217.0,850.0,416.0,1223.0,763.0
15/08/11_9178.0,217.0,850.0,416.0,1223.0,763.0,717.0
15/08/11_9190.0,850.0,416.0,1223.0,763.0,717.0,509.0
15/08/11_9221.0,416.0,1223.0,763.0,717.0,509.0,565.0
15/08/11_9250.0,1223.0,763.0,717.0,509.0,565.0,466.0
15/08/11_9273.0,763.0,717.0,509.0,565.0,466.0,371.0
15/08/11_9279.0,717.0,509.0,565.0,466.0,371.0,669.0
15/08/11_9281.0,509.0,565.0,466.0,371.0,669.0,558.0
15/08/11_9328.0,565.0,466.0,371.0,669.0,558.0,311.0
15/08/11_9371.0,466.0,371.0,669.0,558.0,311.0,294.0
15/08/11_9425.0,371.0,669.0,558.0,311.0,294.0,516.0
15/08/11_9430.0,669.0,558.0,311.0,294.0,516.0,418.0
15/08/11_9432.0,558.0,311.0,294.0,516.0,418.0,1022.0
15/08/11_9436.0,311.0,294.0,516.0,418.0,1022.0,946.0
15/08/11_9439.0,294.0,516.0,418.0,1022.0,946.0,431.0
15/08/11_9442.0,516.0,418.0,1022.0,946.0,431.0,599.0
15/08/11_9456.0,418.0,1022.0,946.0,431.0,599.0,669.0
15/08/11_9479.0,1022.0,946.0,431.0,599.0,669.0,346.0
15/08/11_9481.0,946.0,431.0,599.0,669.0,346.0,1200.0
15/08/11_9490.0,431.0,599.0,669.0,346.0,1200.0,1384.0
15/08/11_9498.0,599.0,669.0,346.0,1200.0,1384.0,560.0
15/08/11_9532.0,669.0,346.0,1200.0,1384.0,560.0,681.0
15/08/11_9578.0,346.0,1200.0,1384.0,560.0,681.0,323.0
15/08/11_9611.0,1200.0,1384.0,560.0,681.0,323.0,87.0
15/08/11_9613.0,1384.0,560.0,681.0,323.0,87.0,807.0
15/08/11_9632.0,560.0,681.0,323.0,87.0,807.0,425.0
15/08/11_9672.0,681.0,323.0,87.0,807.0,425.0,864.0
15/08/11_9680.0,323.0,87.0,807.0,425.0,864.0,263.0
15/08/11_9700.0,87.0,807.0,425.0,864.0,263.0,456.0
15/08/11_9713.0,807.0,425.0,864.0,263.0,456.0,712.0
15/08/11_9731.0,425.0,864.0,263.0,456.0,712.0,484.0
15/08/11_9745.0,864.0,263.0,456.0,712.0,484.0,1639.0
15/08/11_9770.0,263.0,456.0,712.0,484.0,1639.0,773.0
15/08/11_9789.0,456.0,712.0,484.0,1639.0,773.0,1672.0
15/08/11_9809.0,712.0,484.0,1639.0,773.0,1672.0,904.0
15/08/11_9813.0,484.0,1639.0,773.0,1672.0,904.0,469.0
15/08/11_9823.0,1639.0,773.0,1672.0,904.0,469.0,366.0
15/08/11_9837.0,773.0,1672.0,904.0,469.0,366.0,675.0
15/08/11_9845.0,1672.0,904.0,469.0,366.0,675.0,865.0
15/08/11_9872.0,904.0,469.0,366.0,675.0,865.0,845.0
15/08/11_9876.0,469.0,366.0,675.0,865.0,845.0,1172.0
15/08/11_9879.0,366.0,675.0,865.0,845.0,1172.0,530.0
15/08/11_9880.0,675.0,865.0,845.0,1172.0,530.0,978.0
15/08/11_9881.0,865.0,845.0,1172.0,530.0,978.0,546.0
15/08/11_9890.0,845.0,1172.0,530.0,978.0,546.0,2440.0
15/08/11_9909.0,1172.0,530.0,978.0,546.0,2440.0,1052.0
15/08/11_9954.0,530.0,978.0,546.0,2440.0,1052.0,644.0
15/08/11_9961.0,978.0,546.0,2440.0,1052.0,644.0,410.0
15/08/11_9984.0,546.0,2440.0,1052.0,644.0,410.0,1090.0
16/01/12_8023.0,2440.0,1052.0,644.0,410.0,1090.0,1710.0
16/01/12_8058.0,1052.0,644.0,410.0,1090.0,1710.0,646.0
16/01/12_8063.0,644.0,410.0,1090.0,1710.0,646.0,471.0
16/01/12_8091.0,410.0,1090.0,1710.0,646.0,471.0,1996.0
16/01/12_8094.0,1090.0,1710.0,646.0,471.0,1996.0,1035.0
16/01/12_8095.0,1710.0,646.0,471.0,1996.0,1035.0,311.0
16/01/12_8121.0,646.0,471.0,1996.0,1035.0,311.0,234.0
16/01/12_8218.0,471.0,1996.0,1035.0,311.0,234.0,1318.0
16/01/12_8222.0,1996.0,1035.0,311.0,234.0,1318.0,931.0
16/01/12_8317.0,1035.0,311.0,234.0,1318.0,931.0,531.0
16/01/12_8319.0,311.0,234.0,1318.0,931.0,531.0,1176.0
16/01/12_8392.0,234.0,1318.0,931.0,531.0,1176.0,228.0
16/01/12_8398.0,1318.0,931.0,531.0,1176.0,228.0,1485.0
16/01/12_8400.0,931.0,531.0,1176.0,228.0,1485.0,1192.0
16/01/12_8422.0,531.0,1176.0,228.0,1485.0,1192.0,608.0
16/01/12_8438.0,1176.0,228.0,1485.0,1192.0,608.0,1119.0
16/01/12_8555.0,228.0,1485.0,1192.0,608.0,1119.0,92.0
16/01/12_8562.0,1485.0,1192.0,608.0,1119.0,92.0,762.0
16/01/12_8869.0,1192.0,608.0,1119.0,92.0,762.0,623.0
16/01/12_8911.0,608.0,1119.0,92.0,762.0,623.0,3005.0
16/01/12_8991.0,1119.0,92.0,762.0,623.0,3005.0,360.0
16/01/12_9001.0,92.0,762.0,623.0,3005.0,360.0,1179.0
16/01/12_9043.0,762.0,623.0,3005.0,360.0,1179.0,1089.0
16/01/12_9092.0,623.0,3005.0,360.0,1179.0,1089.0,227.0
16/01/12_9112.0,3005.0,360.0,1179.0,1089.0,227.0,833.0
16/01/12_9132.0,360.0,1179.0,1089.0,227.0,833.0,450.0
16/01/12_9147.0,1179.0,1089.0,227.0,833.0,450.0,1668.0
16/01/12_9164.0,1089.0,227.0,833.0,450.0,1668.0,923.0
16/01/12_9178.0,227.0,833.0,450.0,1668.0,923.0,993.0
16/01/12_9190.0,833.0,450.0,1668.0,923.0,993.0,432.0
16/01/12_9221.0,450.0,1668.0,923.0,993.0,432.0,587.0
16/01/12_9250.0,1668.0,923.0,993.0,432.0,587.0,907.0
16/01/12_9273.0,923.0,993.0,432.0,587.0,907.0,411.0
16/01/12_9279.0,993.0,432.0,587.0,907.0,411.0,1177.0
16/01/12_9281.0,432.0,587.0,907.0,411.0,1177.0,741.0
16/01/12_9328.0,587.0,907.0,411.0,1177.0,741.0,443.0
16/01/12_9371.0,907.0,411.0,1177.0,741.0,443.0,290.0
16/01/12_9425.0,411.0,1177.0,741.0,443.0,290.0,632.0
16/01/12_9430.0,1177.0,741.0,443.0,290.0,632.0,422.0
16/01/12_9432.0,741.0,443.0,290.0,632.0,422.0,907.0
16/01/12_9436.0,443.0,290.0,632.0,422.0,907.0,1684.0
16/01/12_9439.0,290.0,632.0,422.0,907.0,1684.0,470.0
16/01/12_9442.0,632.0,422.0,907.0,1684.0,470.0,561.0
16/01/12_9456.0,422.0,907.0,1684.0,470.0,561.0,916.0
16/01/12_9479.0,907.0,1684.0,470.0,561.0,916.0,585.0
16/01/12_9481.0,1684.0,470.0,561.0,916.0,585.0,1974.0
16/01/12_9490.0,470.0,561.0,916.0,585.0,1974.0,2105.0
16/01/12_9498.0,561.0,916.0,585.0,1974.0,2105.0,424.0
16/01/12_9532.0,916.0,585.0,1974.0,2105.0,424.0,1371.0
16/01/12_9578.0,585.0,1974.0,2105.0,424.0,1371.0,424.0
16/01/12_9611.0,1974.0,2105.0,424.0,1371.0,424.0,126.0
16/01/12_9613.0,2105.0,424.0,1371.0,424.0,126.0,1334.0
16/01/12_9632.0,424.0,1371.0,424.0,126.0,1334.0,607.0
16/01/12_9672.0,1371.0,424.0,126.0,1334.0,607.0,1282.0
16/01/12_9680.0,424.0,126.0,1334.0,607.0,1282.0,338.0
16/01/12_9700.0,126.0,1334.0,607.0,1282.0,338.0,606.0
16/01/12_9713.0,1334.0,607.0,1282.0,338.0,606.0,1089.0
16/01/12_9731.0,607.0,1282.0,338.0,606.0,1089.0,649.0
16/01/12_9745.0,1282.0,338.0,606.0,1089.0,649.0,2161.0
16/01/12_9770.0,338.0,606.0,1089.0,649.0,2161.0,1228.0
16/01/12_9789.0,606.0,1089.0,649.0,2161.0,1228.0,2353.0
16/01/12_9809.0,1089.0,649.0,2161.0,1228.0,2353.0,1064.0
16/01/12_9813.0,649.0,2161.0,1228.0,2353.0,1064.0,706.0
16/01/12_9823.0,2161.0,1228.0,2353.0,1064.0,706.0,559.0
16/01/12_9837.0,1228.0,2353.0,1064.0,706.0,559.0,708.0
16/01/12_9845.0,2353.0,1064.0,706.0,559.0,708.0,1494.0
16/01/12_9872.0,1064.0,706.0,559.0,708.0,1494.0,1124.0
16/01/12_9876.0,706.0,559.0,708.0,1494.0,1124.0,1269.0
16/01/12_9879.0,559.0,708.0,1494.0,1124.0,1269.0,537.0
16/01/12_9880.0,708.0,1494.0,1124.0,1269.0,537.0,1395.0
16/01/12_9881.0,1494.0,1124.0,1269.0,537.0,1395.0,589.0
16/01/12_9890.0,1124.0,1269.0,537.0,1395.0,589.0,2190.0
16/01/12_9909.0,1269.0,537.0,1395.0,589.0,2190.0,750.0
16/01/12_9954.0,537.0,1395.0,589.0,2190.0,750.0,571.0
16/01/12_9961.0,1395.0,589.0,2190.0,750.0,571.0,257.0
16/01/12_9984.0,589.0,2190.0,750.0,571.0,257.0,841.0
16/04/13_8023.0,2190.0,750.0,571.0,257.0,841.0,1168.0
16/04/13_8058.0,750.0,571.0,257.0,841.0,1168.0,456.0
16/04/13_8063.0,571.0,257.0,841.0,1168.0,456.0,265.0
16/04/13_8091.0,257.0,841.0,1168.0,456.0,265.0,1604.0
16/04/13_8094.0,841.0,1168.0,456.0,265.0,1604.0,837.0
16/04/13_8095.0,1168.0,456.0,265.0,1604.0,837.0,217.0
16/04/13_8121.0,456.0,265.0,1604.0,837.0,217.0,178.0
16/04/13_8218.0,265.0,1604.0,837.0,217.0,178.0,878.0
16/04/13_8222.0,1604.0,837.0,217.0,178.0,878.0,714.0
16/04/13_8317.0,837.0,217.0,178.0,878.0,714.0,483.0
16/04/13_8319.0,217.0,178.0,878.0,714.0,483.0,799.0
16/04/13_8392.0,178.0,878.0,714.0,483.0,799.0,229.0
16/04/13_8398.0,878.0,714.0,483.0,799.0,229.0,927.0
16/04/13_8400.0,714.0,483.0,799.0,229.0,927.0,927.0
16/04/13_8422.0,483.0,799.0,229.0,927.0,927.0,358.0
16/04/13_8438.0,799.0,229.0,927.0,927.0,358.0,833.0
16/04/13_8555.0,229.0,927.0,927.0,358.0,833.0,38.0
16/04/13_8562.0,927.0,927.0,358.0,833.0,38.0,523.0
16/04/13_8869.0,927.0,358.0,833.0,38.0,523.0,584.0
16/04/13_8911.0,358.0,833.0,38.0,523.0,584.0,1343.0
16/04/13_8991.0,833.0,38.0,523.0,584.0,1343.0,293.0
16/04/13_9001.0,38.0,523.0,584.0,1343.0,293.0,633.0
16/04/13_9043.0,523.0,584.0,1343.0,293.0,633.0,943.0
16/04/13_9092.0,584.0,1343.0,293.0,633.0,943.0,125.0
16/04/13_9112.0,1343.0,293.0,633.0,943.0,125.0,742.0
16/04/13_9132.0,293.0,633.0,943.0,125.0,742.0,330.0
16/04/13_9147.0,633.0,943.0,125.0,742.0,330.0,1032.0
16/04/13_9164.0,943.0,125.0,742.0,330.0,1032.0,678.0
16/04/13_9178.0,125.0,742.0,330.0,1032.0,678.0,654.0
16/04/13_9190.0,742.0,330.0,1032.0,678.0,654.0,344.0
16/04/13_9221.0,330.0,1032.0,678.0,654.0,344.0,519.0
16/04/13_9250.0,1032.0,678.0,654.0,344.0,519.0,469.0
16/04/13_9273.0,678.0,654.0,344.0,519.0,469.0,356.0
16/04/13_9279.0,654.0,344.0,519.0,469.0,356.0,639.0
16/04/13_9281.0,344.0,519.0,469.0,356.0,639.0,513.0
16/04/13_9328.0,519.0,469.0,356.0,639.0,513.0,262.0
16/04/13_9371.0,469.0,356.0,639.0,513.0,262.0,199.0
16/04/13_9425.0,356.0,639.0,513.0,262.0,199.0,379.0
16/04/13_9430.0,639.0,513.0,262.0,199.0,379.0,327.0
16/04/13_9432.0,513.0,262.0,199.0,379.0,327.0,542.0
16/04/13_9436.0,262.0,199.0,379.0,327.0,542.0,1019.0
16/04/13_9439.0,199.0,379.0,327.0,542.0,1019.0,431.0
16/04/13_9442.0,379.0,327.0,542.0,1019.0,431.0,710.0
16/04/13_9456.0,327.0,542.0,1019.0,431.0,710.0,553.0
16/04/13_9479.0,542.0,1019.0,431.0,710.0,553.0,451.0
16/04/13_9481.0,1019.0,431.0,710.0,553.0,451.0,1269.0
16/04/13_9490.0,431.0,710.0,553.0,451.0,1269.0,1327.0
16/04/13_9498.0,710.0,553.0,451.0,1269.0,1327.0,270.0
16/04/13_9532.0,553.0,451.0,1269.0,1327.0,270.0,625.0
16/04/13_9578.0,451.0,1269.0,1327.0,270.0,625.0,287.0
16/04/13_9611.0,1269.0,1327.0,270.0,625.0,287.0,93.0
16/04/13_9613.0,1327.0,270.0,625.0,287.0,93.0,690.0
16/04/13_9632.0,270.0,625.0,287.0,93.0,690.0,407.0
16/04/13_9672.0,625.0,287.0,93.0,690.0,407.0,846.0
16/04/13_9680.0,287.0,93.0,690.0,407.0,846.0,272.0
16/04/13_9700.0,93.0,690.0,407.0,846.0,272.0,426.0
16/04/13_9713.0,690.0,407.0,846.0,272.0,426.0,580.0
16/04/13_9731.0,407.0,846.0,272.0,426.0,580.0,355.0
16/04/13_9745.0,846.0,272.0,426.0,580.0,355.0,1621.0
16/04/13_9770.0,272.0,426.0,580.0,355.0,1621.0,660.0
16/04/13_9789.0,426.0,580.0,355.0,1621.0,660.0,2093.0
16/04/13_9809.0,580.0,355.0,1621.0,660.0,2093.0,946.0
16/04/13_9813.0,355.0,1621.0,660.0,2093.0,946.0,343.0
16/04/13_9823.0,1621.0,660.0,2093.0,946.0,343.0,440.0
16/04/13_9837.0,660.0,2093.0,946.0,343.0,440.0,615.0
16/04/13_9845.0,2093.0,946.0,343.0,440.0,615.0,974.0
16/04/13_9872.0,946.0,343.0,440.0,615.0,974.0,639.0
16/04/13_9876.0,343.0,440.0,615.0,974.0,639.0,873.0
16/04/13_9879.0,440.0,615.0,974.0,639.0,873.0,467.0
16/04/13_9880.0,615.0,974.0,639.0,873.0,467.0,1017.0
16/04/13_9881.0,974.0,639.0,873.0,467.0,1017.0,495.0
16/04/13_9890.0,639.0,873.0,467.0,1017.0,495.0,2590.0
16/04/13_9909.0,873.0,467.0,1017.0,495.0,2590.0,951.0
16/04/13_9954.0,467.0,1017.0,495.0,2590.0,951.0,769.0
